country,year,internet_users_pct_i99H,series_code,series_name,series_units,variable
HRV,2016,72.6973,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2017,67.0962,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2018,75.2946,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2019,79.0798,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2020,78.3209,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2021,81.254,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2022,82.0716,i99H,Individuals using the Internet,%,internet_users_pct
HRV,2023,83.2412,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2010,53.68,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2011,54.39,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2012,55.83,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2013,58.4593,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2014,55.6385,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2015,58.1417,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2016,61.3243,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2017,63.0773,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2018,74.3872,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2019,67.8507,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2020,70.4834,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2021,74.8623,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2022,85.0607,i99H,Individuals using the Internet,%,internet_users_pct
ITA,2023,87.0278,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2010,69.85,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2011,74.89,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2012,76.92,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2013,78.2477,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2014,83.4917,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2015,83.4948,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2016,83.5,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2017,84.114,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2018,87.0001,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2019,87.0001,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2020,91.9999,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2021,96.4235,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2022,96.6206,i99H,Individuals using the Internet,%,internet_users_pct
IRL,2023,96.4974,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2010,62.12,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2011,63.64,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2012,67.23,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2013,68.4529,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2014,72.1335,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2015,71.3781,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2016,74.3766,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2017,77.6153,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2018,79.7226,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2019,81.5819,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2020,83.0555,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2021,86.9305,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2022,87.7242,i99H,Individuals using the Internet,%,internet_users_pct
LTU,2023,88.5029,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2010,90.62,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2011,90.0299,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2012,91.9499,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2013,93.7765,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2014,94.6702,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2015,96.3767,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2016,98.1367,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2017,97.363,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2018,97.0613,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2019,97.1206,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2020,98.4596,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2021,98.6609,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2022,98.242,i99H,Individuals using the Internet,%,internet_users_pct
LUX,2023,99.3479,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2010,68.42,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2011,69.75,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2012,73.1199,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2013,75.2344,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2014,75.8261,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2015,79.2006,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2016,79.8421,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2017,80.1141,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2018,83.5772,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2019,86.1355,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2020,88.898,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2021,91.1796,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2022,91.0301,i99H,Individuals using the Internet,%,internet_users_pct
LVA,2023,92.1879,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2010,63.0,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2011,68.0198,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2012,68.1999,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2013,68.9138,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2014,73.1141,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2015,75.96,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2016,78.0751,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2017,81.0119,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2018,81.658,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2019,85.7786,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2020,86.8588,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2021,87.4698,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2022,91.5406,i99H,Individuals using the Internet,%,internet_users_pct
MLT,2023,92.0727,i99H,Individuals using the Internet,%,internet_users_pct
POL,2010,62.32,i99H,Individuals using the Internet,%,internet_users_pct
POL,2011,61.95,i99H,Individuals using the Internet,%,internet_users_pct
POL,2012,62.31,i99H,Individuals using the Internet,%,internet_users_pct
POL,2013,62.8492,i99H,Individuals using the Internet,%,internet_users_pct
POL,2014,66.5987,i99H,Individuals using the Internet,%,internet_users_pct
POL,2015,67.997,i99H,Individuals using the Internet,%,internet_users_pct
POL,2016,73.3007,i99H,Individuals using the Internet,%,internet_users_pct
POL,2017,75.9854,i99H,Individuals using the Internet,%,internet_users_pct
POL,2018,77.5417,i99H,Individuals using the Internet,%,internet_users_pct
POL,2019,80.4359,i99H,Individuals using the Internet,%,internet_users_pct
POL,2020,83.1849,i99H,Individuals using the Internet,%,internet_users_pct
POL,2021,85.3749,i99H,Individuals using the Internet,%,internet_users_pct
POL,2022,86.9411,i99H,Individuals using the Internet,%,internet_users_pct
POL,2023,86.4147,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2010,53.3,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2011,55.25,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2012,60.34,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2013,62.0956,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2014,64.5924,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2015,68.6329,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2016,70.4236,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2017,73.7912,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2018,74.661,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2019,75.3464,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2020,78.2617,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2021,82.309,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2022,84.4969,i99H,Individuals using the Internet,%,internet_users_pct
PRT,2023,85.7901,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2010,39.93,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2011,40.01,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2012,45.88,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2013,49.7645,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2014,54.0783,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2015,55.7632,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2016,59.504,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2017,63.7473,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2018,70.6813,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2019,73.6575,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2020,78.4553,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2021,83.5904,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2022,85.5031,i99H,Individuals using the Internet,%,internet_users_pct
ROU,2023,89.2034,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2010,90.0,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2011,92.77,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2012,93.18,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2013,94.7836,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2014,92.5236,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2015,90.6102,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2016,89.6509,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2017,93.0063,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2018,89.247,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2019,94.4934,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2020,94.5394,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2021,94.6703,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2022,95.0097,i99H,Individuals using the Internet,%,internet_users_pct
SWE,2023,95.7033,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2010,70.0,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2011,67.34,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2012,68.35,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2013,72.6756,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2014,71.5863,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2015,73.0987,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2016,75.4985,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2017,78.8854,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2018,79.75,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2019,83.1084,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2020,86.6013,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2021,89.004,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2022,88.9125,i99H,Individuals using the Internet,%,internet_users_pct
SVN,2023,90.3779,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2010,68.82,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2011,70.49,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2012,73.43,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2013,74.1104,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2014,74.2317,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2015,75.6688,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2016,76.4812,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2017,78.7192,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2018,80.6882,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2019,80.8669,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2020,81.3389,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2021,82.6706,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2022,84.5401,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2023,85.994,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2010,23.3,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2011,28.7083,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2012,35.27,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2013,40.9541,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2014,46.236,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2015,48.8846,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2016,53.001,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2017,58.8895,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2018,62.5532,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2019,70.1248,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2020,75.0379,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2021,79.2183,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2022,82.6753,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2023,82.3755,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2010,29.68,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2011,32.07,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2012,34.65,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2013,37.44,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2014,67.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2015,69.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2016,71.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2017,49.9,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2018,50.3,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2019,57.7605,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2020,58.2153,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2021,74.495,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2022,76.7412,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2023,80.2126,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2010,26.9,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2011,31.52,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2012,36.94,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2013,43.3,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2014,49.1025,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2015,47.5698,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2016,58.4593,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2017,59.7055,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2018,62.7179,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2019,68.8467,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2020,72.5316,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2021,76.4427,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2022,78.7113,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2023,81.8843,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2010,75.71,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2011,74.44,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2012,76.71,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2013,77.8826,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2014,79.9843,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2015,77.6347,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2016,80.4759,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2017,81.6257,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2018,80.4489,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2019,82.8537,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2020,89.9209,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2021,88.9256,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2022,89.0677,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2023,87.2131,i99H,Individuals using the Internet,%,internet_users_pct
