country,year,mobile_broad_price_i271mb_ts_GNI,series_code,series_name,series_units,variable
HRV,2017,1.1514,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2018,1.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2019,1.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2020,1.6,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2021,0.705372,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2022,0.432523,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
HRV,2023,0.36,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2013,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2014,0.31,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2015,0.39,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2016,0.404336,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2017,0.435935,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2018,0.25,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2019,0.25,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2020,0.4,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2021,0.42785,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2022,0.394092,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ITA,2023,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2013,0.29,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2014,0.27,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2015,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2016,0.328132,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2017,0.53807,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2018,0.53,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2019,0.84,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2020,0.78,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2021,0.432132,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2022,0.383595,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
IRL,2023,0.34,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2013,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2014,0.36,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2015,0.35,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2016,0.352104,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2017,0.702824,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2018,0.65,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2019,0.81,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2020,0.71,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2021,0.247168,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2022,0.218639,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LTU,2023,0.2,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2013,0.43,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2014,0.21,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2015,0.18,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2016,0.085663,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2017,0.192466,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2018,0.18,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2019,0.18,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2020,0.18,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2021,0.184513,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2022,0.133438,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LUX,2023,0.12,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2013,0.75,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2014,0.73,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2015,0.61,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2016,0.62431,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2017,0.917415,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2018,0.5,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2019,0.5,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2020,0.84,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2021,0.470922,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2022,0.420162,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
LVA,2023,0.35,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2013,0.76,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2014,0.76,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2015,0.63,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2016,0.555412,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2017,0.567942,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2018,0.54,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2019,0.81,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2020,0.75,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2021,0.539605,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2022,0.456641,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MLT,2023,0.4,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2013,0.56,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2014,0.55,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2015,0.7,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2016,0.68573,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2017,0.249566,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2018,0.23,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2019,0.23,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2020,0.21,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2021,0.506767,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2022,0.455696,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
POL,2023,0.46,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2013,1.15,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2014,0.93,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2015,0.81,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2016,0.615405,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2017,1.02341,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2018,1.08,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2019,0.97,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2020,0.89,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2021,0.77521,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2022,0.739764,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
PRT,2023,0.53,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2013,0.58,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2014,0.56,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2015,0.47,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2016,0.466308,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2017,0.441944,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2018,1.01,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2019,1.13,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2020,0.86,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2021,0.549364,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2022,0.580121,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
ROU,2023,0.49,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2013,0.3,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2014,0.28,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2015,0.23,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2016,0.239642,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2017,0.264244,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2018,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2019,0.37,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2020,0.48,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2021,0.360593,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2022,0.336076,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SWE,2023,0.3,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2013,0.83,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2014,0.81,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2015,0.39,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2016,0.414637,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2017,0.429653,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2018,0.75,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2019,0.75,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2020,0.74,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2021,0.608139,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2022,0.391431,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVN,2023,0.35,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2013,1.12,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2014,1.1,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2015,0.93,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2016,0.53834,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2017,0.986539,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2018,0.54,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2019,0.54,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2020,0.3,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2021,0.511574,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2022,0.477947,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
CZE,2023,0.43,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2015,0.93,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2016,0.889487,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2017,0.94467,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2018,0.83,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2019,1.24,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2020,1.54,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2021,1.47019,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2022,1.2596,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
UKR,2023,1.36,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2013,3.86,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2014,3.34,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2015,2.02,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2016,2.95767,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2017,3.57073,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2018,2.15,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2019,2.15,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2020,0.48,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2021,0.732121,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2022,0.621387,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
MDA,2023,0.68,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2013,3.04,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2014,2.74,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2015,0.71,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2016,1.23051,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2017,0.638408,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2018,0.8,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2019,0.8,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2020,0.56,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2021,0.852324,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2022,0.703928,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
GEO,2023,0.6,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2013,1.6,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2014,0.9,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2015,0.75,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2016,0.754756,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2017,0.813315,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2018,0.77,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2019,0.77,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2020,0.35,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2021,0.509592,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2022,0.479328,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
SVK,2023,0.66,i271mb_ts_GNI,Data-only mobile broadband basket,% GNI per capita,mobile_broad_price
